nama,ulasan,label,sentiment,score
luqman rizkyanto,Sebenarnya bagus tp untuk kendaraan besar dan mobil katanya ada yg menarget(preman) yg ada d kawasan sekitar srbaikknya patkir di dalam.. untuk lokasi sepi dan jarang ada pengunjung.. dilengkapi fasilotas toilet kmar mandi prahu namun …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9278756976127625}]",0.9278756976127625
Syamsul Huda Jasa Pembuatan Ambulance (Kreatif Ambulance),"Pengalaman baru, kurang di kelola oleh pemda setempat, menuju lokasi jlan nya kurang baik",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997511506080627}]",0.9997511506080627
Zhela Aspriela (Zh/A),"Disini panas. Banget. Kurang bisa disarankan soalnya masih banyak premannya mintain uang masuk. Ada kalau habis 50000 disini cuma untuk masuk di tempat pertama, kemudian bayar parkir, jalan ke mana dikit bayar lagi bayar lagi. Kurang …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9970875382423401}]",0.9970875382423401
angga ambon,Menarik tuk tempat berfoto,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998292922973633}]",0.9998292922973633
juni irwanto,"Medannya off-road dikit tp alhamdulilah Grandmax bisa diajak kompromi , tempatnya panas sekali maklum bukit kapur , seperti di tanah suci🤣😁kalau mau ke tanah suci alangkah baiknya coba disini dulu siapa tahu bisa dilanjutkan ke Mekah …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9703172445297241}]",0.9703172445297241
mucho karmuko,"untuk tempatnya sendiri sangat menarik, jarang tempat wisata yang menyuguhkan pemandangan dan experience seperti jaddih hill di madura ini, saya suka sekali dengan lorong lorong bekas penambangan bata putih, langit langit nya sungguh artistik, wajib bawa sunblock kalo musim kemarau.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980819225311279}]",0.9980819225311279
Hery _el,"Spot yg luar biasa,hanya tidak ada fasilitas yg memadai dan factor safetynya kurang.kemudian loket karcisnya ngak jelas....semacam pemalakan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978240728378296}]",0.9978240728378296
Ddaun Trans Bromotours,Penambangan batu kapur yang masih aktif dan landscape yang indah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994342923164368}]",0.9994342923164368
Agung Tri Budiarto,"Dikolam gak ada airnya, masih dalam pengembangan yg masih jauh dari kata selesai, bagi pengendara motor hati2 karena jalan tidak rata jadi mudah tergelincir.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989436268806458}]",0.9989436268806458
Ikhsan Rosyid,"panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9883002042770386}]",0.9883002042770386
Hamid Wijaya,"Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.927280843257904}]",0.927280843257904
ZAKA NAHDLI,"Teruntuk teman teman yg baru pertama kali datang ke bukit jaddih, banyak keluhan kekecewaan karna hanya itu itu saja pemandangannya, di bagian paling atas ada hamparan semacam sabana hijau cukup luas dan indah yg bisa melihat kota bangkalan keseluruhannya, bisa tanya penduduk setempat bagi yg masih bingung",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987706542015076}]",0.9987706542015076
Vera Cahya,Keren lumayan panas hehee,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984281063079834}]",0.9984281063079834
Khaerani Mukhtar,Sbtlnya ini tempat pegunungan kapur yg sdh terkikis. Tp lumayan juga jadi objek untuk foto2.. jgn dtg siang. Lbh baik pagi. Krn madura daerah yg panas. Syg sekali jika tmpt ini tdk dimanfaatkan smua spotnya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9915207028388977}]",0.9915207028388977
Via Andri,Panas tp anginnya silir2,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9917019009590149}]",0.9917019009590149
Muhammad Fahrul Rozi,"Tempatnya bagus banget pemandangannya, tapi ada salah satu orang yg menekan banget untuk membayar perorangan yang biayanya 1 orang 5 ribu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.977676510810852}]",0.977676510810852
Legend_Gaming,Pemandangannya Bagus Alami Dan Goanya Itu Agak Dingin Dingin Gimana Gitu,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.969926118850708}]",0.969926118850708
Bambang Eko Listrianto,"Bagus, walau masih berupa tambang aktif",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997103810310364}]",0.9997103810310364
Chikita Zulaicha,"Mending mikir lagi deh kalo mau kesini, beneran banyak punglinya, baru masuk bis udah dimintain duit pas salah belok aja udah dimintain lagi, giliran sampe di depan danaunya dimintain lagi sampe ditungguin padahal posisi kita rombongan yang …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990419745445251}]",0.9990419745445251
Adinda Kus,Pwanaaaassssss.. jgn lupa bawa kacamata item..topi sama masker.. ada masker dijual disana 2ribuan.. tiket masuk 5rb.. naik prahu 5rb per orang.. angin mayan kenceng.. seru sih..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977447986602783}]",0.9977447986602783
Abdul Raoefurrachim,"Kalau kesini, wajib bawa payung yaa.. Di dalam goa pote (goa putih dalam bahasa madura) duingin banget.. Dan baru sadar, ternyata hampir semua rumah pakai batu kaput, supaya tetap dingin di dalam rumah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8789464831352234}]",0.8789464831352234
Bagus Fadhilah,"tempatnya bagus dan instagrammable, cocok untuk study tour maupun rekreasi bersama keluarga dan teman-teman, masuknya gratis, tersedia banyak spot parkir mobil motor maupun bus, menurut saya lebih baik dan enak jika ke bukit jaddih jam 3-4an sore dikarenakan sudah tidak terlalu panas.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.995882511138916}]",0.995882511138916
Endah Nora Susanti,"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991227984428406}]",0.9991227984428406
Imam Fatoni,Fasilitas jalannya perlu di perbaiki,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987847208976746}]",0.9987847208976746
Yohanes Budiman,Keindahannya tidak perlu diragukan... Kombinasi alami dan campur tangan manusia jadi ada unsur acak dan teraturnya... Lebih baik saat banyak orang ramai datang kalau ke sana untuk keamanan...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7558302283287048}]",0.7558302283287048
felice rose,tempatnya bagus untuk foto tapi sayangnya disana terlalu banyak bayar beda spot pun bayar lagi dan minimnya petunjuk jalan. lebih baik kalau liburan kesana jam 09.00 sampai jam 15.00 aja🙂 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988356232643127}]",0.9988356232643127
Kiki Amul Fatah,Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998059868812561}]",0.9998059868812561
Mayang,danaunya warna coklat :(,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9901400208473206}]",0.9901400208473206
Abdurrohman Faris,"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991249442100525}]",0.9991249442100525
maydrilla pc,Ngga nyesel dah kesini. Cuma siap2 sanbok yaa 😁. Panas bgt soalnya …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9574191570281982}]",0.9574191570281982
Anwalul Jalilah,Lokasi cocok untuk berfoto,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9691933393478394}]",0.9691933393478394
welly martinus,"unik dan menarik, wisata alam batu kapur",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996110796928406}]",0.9996110796928406
Baskoro Aji,"Wisata yang cukup potensial di Madura dan dekat Surabaya, akan tetapi belum dikelola secara baik, jadi mohon bisa dikelola melalui pemerintah atau swadaya masyarakat agar bisa lebih baik lagi dan tidak ada pungli.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9865823984146118}]",0.9865823984146118
Haryo Dwito Armono,"Tempat yang pas untuk berselfie ria.. mungkin perlu pengelolaan yang lebih profesional. Penataan parkir, kamar mandi serta tempat makan jajan. Akses masuk juga masih perlu dibenahi.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9974505305290222}]",0.9974505305290222
IKA AGUSTINA,"Lokasi nya tidak jauh dari jalan tapi jalan dekat lokasi rusak parah. Suasana disini sangat panas. Disarankan membawa alat pelindung seperti topi, kacamata, tabir surya dll. Fasilitas masih kurang memadai. Cek review lagi sebelum berkunjung.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993952512741089}]",0.9993952512741089
Wazirotus Sakinah,"Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991059899330139}]",0.9991059899330139
Kholilulloh Nurkhasanah Wulandari,Area tambang batu kapur yang masih aktif dan masih banyak truk-truk yang lalu lalang sehingga pengunjung harus ekstra hati-hati saat mengendarai kendaraan terutama saat naik ke bagian atas bukit. Disarankan membawa masker dan topi karena banyak debu kapur berterbangan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9900494813919067}]",0.9900494813919067
elly erawati,"Wisata baru di pulau madura, tepatnya di Kabupaten Bangkalan... Merupakan tempat penambangan batu kapur yang terlihat eksotis, terdapat cekungan yang terisi air sehingga membentuk danau berwarna hijau... Tempat wisata yang murmer, hanya …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968298077583313}]",0.9968298077583313
Ruslinsyah Mustafa Dadum,Tidak terawat dgn baik...sepi (mungkin saat pandemi in). Akses jalan menuju bukit jaddih memprihatinkan.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981229901313782}]",0.9981229901313782
Tosya Rizal OK,Tempat destinasi pariwisata yang belum dkelola secata profesional,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9904537200927734}]",0.9904537200927734
Yanti Yanti endro,"Tempatnya bagus..sayang pengelolanya kurang baik apa lg untuk tiket masukny pas lg masik sdh ditarik tiket katnya sdh semua eh begitu ktmpt berikutny ditarkk lg...hati""klo mau berkunjung kesini..mobil hrs ada yg jg",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982420206069946}]",0.9982420206069946
Haqqi Zihaul,"Ada preman yang tiba-tiba minta uang dengan alasan beda zona, padahal didalam 1  lokasi. Saat datang ke daerah ini harus siap uang, karena baru mau masuk jalan menuju lokasi diminta uang, masuk lokasi dimintai uang tiket masuk, di zona …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979032278060913}]",0.9979032278060913
antyka,Bagus..... Dan menyenangkan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998782873153687}]",0.9998782873153687
Travel surabaya Ponorogo,"wah tempatnya itimewa pemandangan nya sangat indah
makin betah saya kalo antar pengunjung kesana",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998610019683838}]",0.9998610019683838
Pangsit mama opal,Pemandangan bukit kapur yang Indah sekali.. Buat tempat foto-foto juga Bagus.. Pemandangan yang terasa alami.. Jarak tempuh dari Surabaya juga tidak jauh.. Kalo lagi berlibur disana harap bawa payung atau apalah soalnya panas... Semoga …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996352195739746}]",0.9996352195739746
James Sugiyanto,"Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.53349769115448}]",0.53349769115448
Hanna Kristin,"Ada 3 lapis pembayaran.
1. Masuk desa bayar seikhlasnya
2. Mau masuk bukit kapur bayar kalau mobil                      Rp20.000,-
3. Mau ke gua poteh bayar per orang Rp 5.000,-",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8441978096961975}]",0.8441978096961975
el zikr,"Viewnya lumayan bagus, kalau pengen dapet foto bagus usahakan pas cuaca cerah dan bukan weekend atau hari libur karena dipastikan ramai pengunjung.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997574687004089}]",0.9997574687004089
Devi,"Hanya bukit kapur saja yg dpt dinikmati, telaganya saat saya berkunjung sdg surut krn musim kemarau, cuma yg paling mengganggu adalah terlalu byk pungli dimana2, setiap mau menuju suatu area selalu ada saja org yg meminta uang, per org …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978456497192383}]",0.9978456497192383
Endra Wahyu Tri Wibowo,"Tidak disarankan apabila googlemap mengambil titik ini, pindahkan titik point ke LAKE BLUE HILL JADDIH atau PEMANDIAN KOLAM RENANG GUA PUTE.
Di titik ini akses jalan sangat sulit dilalui mobil dan banyak orang (memaksa seperti preman) menarik biaya 5rb-30rb dibeberapa titik jalan.. -_-",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993054866790771}]",0.9993054866790771
Fa Bian279,"Bukit Jaddih Madura lengkapnya lebih banyak dikenal dengan Bukit Kapur Jaddih, namun sebagian besar orang lebih suka menyebutnya Bukit Jaddih saja. Bukit ini sebenarnya adalah sebuah penambangan batu kapur putih, dan bukan sebagai tujuan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9965183734893799}]",0.9965183734893799
AdiHutama Tour,"bukit kapur desa jaddih
areal pertambangan aktif
penambangan dengan alat berat …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9791539907455444}]",0.9791539907455444
Andi Sariyanti,Bagus..  Tapi panasnya poll,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9892333745956421}]",0.9892333745956421
debora raya,"Tempatnya tidak sebagus yg di foto di google, airnya hijau bukan biru..
Untuk tiket masuk di tarik berkali2, jd perlu berhati2.. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997005462646484}]",0.9997005462646484
wasana pudya,"Sungguh disayangkan...tempat yg bagus tp tdk dikelola dg baik... terlalu banyak pungutan yg tdk jelas, fasilitas umum tdk ada, masyarakat sekitar blm welcome dg wisatawan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980134963989258}]",0.9980134963989258
dewa dewi,"Tambang batu kapur.
Panas terik, gersang dan berdebu.
Bayar di 3 pintu …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982654452323914}]",0.9982654452323914
Pitri Tjoa,"Tempat gersang full biaya
Masuk dipalak warga 10rb,  masuk bayar 20rb,  parkir bayar lagi,  pindah tempat bayar. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9819060564041138}]",0.9819060564041138
Nurul Rahmawati,Panas tapi puas berada di tempat ini,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9975099563598633}]",0.9975099563598633
Eko Mustiyono,"tempatnya lumayan, cuma karcisnya g satu gate, jadi di dalam ada pungutan lagi, imni yg bikin g nyaman, mohon di tertipkan dan di tata lagi",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997999370098114}]",0.997999370098114
Intannurlayli24@gmailcom Intan,"Jika anda berkunjung saat siang hari, jangan lupa untuk membawa payung, topi, atau berpakain tertutup atau jangan lupa pakai sunblock. Untuk masuk ke arena yg lain biasanya dikenakan biaya masuk kembali.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8479601144790649}]",0.8479601144790649
Pudiono Pudiono,Saya sudah 2X berkunjung ke tempat ini sangat bagus yang dulu sudah lama danao ada air dikit cukup bagus yang baru danau kering tidak ada air nya tapi ya masih cukup bagus teman sebetul nya di negeri kita ini gak kalah lo dengan luar negeri …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994283318519592}]",0.9994283318519592
Nurhayati Djuhri,"Menyenangkan... lokasi danau bagus untuk spot foto, kolam renang ekonomis untuk anak2, saya pribadi menyarankan untuk yg berniat ke lokasi tersebut dengan kendaraan sepeda motor agar memilih rute aman via kota bangkalan - Jl. Soekarno Hatta …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935579895973206}]",0.9935579895973206
Sugeng Wardoyo,Wisata bukit kapur yang bagus untuk foto - foto,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995647072792053}]",0.9995647072792053
sigit pamungkas,"Bukit kapur yg indah, spot foto yg bagus. Ada danaunya, bisa naik kapal disitu. Tapi akses jalan masih kurang bagus, berbatu-batu dan banyak debu.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990789890289307}]",0.9990789890289307
Iqbal Nurul,Siapa sihh yang gak kenal dengan bukit jaddih. Udah pasti tau kan. Bukit jaddih ini terletak di kecamatan socah kabupaten bangkalan yaa kurang lebih 8km dari pusat kota bangkalan. Bukit jaddih ini mwnjadi destinasi favorit ketika berkunjung …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969123601913452}]",0.9969123601913452
Elis safitri,"halo, review buat kunjungan bukit jaddih, sebenarnya asik sih kalau buat liburan atau sekedar refreshing ya, namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi, karena bayar tiket masuknya tiap titik 🙏🙏🙏 …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9878972768783569}]",0.9878972768783569
amarilly dahlia,"Bekas penambangan batu kapur yg eksotis, lumayan bagus buat cuci mata & spot yg bagus buat photo2, hanya saja akses jalan menuju lokasi masih belum bagus.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991713762283325}]",0.9991713762283325
ronny sp,Tambang yg msh aktif bagus untuk foto2,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968026876449585}]",0.9968026876449585
Herman prasetya,Bukit jaddhih terlihat seperti bukit pada umumnya. Bedanya adalah di dalam terdapat matrial kapur dan ditambang sampai sekarang hingga membentuk kolam pada dasar bekas galian yang sudah terisi air hujan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9816354513168335}]",0.9816354513168335
amirul irsady,"Pemandangan bagus spot foto oke
tapi perlu extra hati"" karena jalan sangat rawan banyak KORBAN BEGAL bahkan disiang hari pun.
Lebih baik konvoi rame"".",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.912940263748169}]",0.912940263748169
Ponco Aw,Masih perlu dikembangkan lagi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9920163154602051}]",0.9920163154602051
Haryadi Adde,"Jalannya masih Rusak,. Maklum masih ada proses penambangan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9838072657585144}]",0.9838072657585144
Ary Tirta,Panas... Tapi keren viewnya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996614456176758}]",0.9996614456176758
Andreas Frizo,"Lokasi, wisata bukit kapur di pulau madura. Spot foto yang menarik dan cocok buat, selfie, di sarankan untuk membawa topi dan, kacamata hitam karna cuaca panas dan cukup menyilaukan dengan, dinding kapur berwarna putih",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990801811218262}]",0.9990801811218262
hendrik kopet,Rekomended banget buat foto prewed,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992030262947083}]",0.9992030262947083
arif wahyuono,"Bagus sih, sayang obyek kurang terawat. Akses jalannya juga perlu perbaikan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9734141826629639}]",0.9734141826629639
Abdul MuIz,"Bukit jeddih yg terdapat di kepulauan madura.tepatnya di desa Burneh merupakan perbukitan yg terdiri dari bebatuan kapur,terdapat pula kolam renang yg nyaman buat anak2 serta banyak sekali zona buat Selfi diri ataupun dgn banyak teman",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9887345433235168}]",0.9887345433235168
Hamzah Abdurrahman,bekas tambang kapur yg indah. jangan lupa bawa masker kalo kesini,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982307553291321}]",0.9982307553291321
Andi Pratama,Tempatnya bagus tapi panas bgt,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994476437568665}]",0.9994476437568665
Putra Satria,Tempat wisata yang bagus tapi hati hati aja sama pungli nya guys,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5681979060173035}]",0.5681979060173035
drh Hari Moerti,"Kenapa ya kebanyakan tempat wisata di Indonesia tdk dikelola dg baik, salah satunya ya bukit Jaddih ini, bukannya seneng ketempat ini tp yg ada malah kecewa sekaligus geregetan, terutama mslh tarif masuk...bukan masalah besarnya tarif tp …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992324113845825}]",0.9992324113845825
Andri Kurniawan,"kesini pertama kali bareng sama calon istri, dan konon masih rawan begal pada saat itu, tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama (mungkin calon) begal.. ngobrol lokasi pelarian begal madura di kota saya tinggal, dan mereka malah senyum senyum saja.. aman sampai pulang lagi ke surabaya",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9943156838417053}]",0.9943156838417053
dn novita,"Pemandangan cukup bagus, tapi aksesnya jalan perlu lebih baik lagi, supaya pengunjung nyaman untuk melewati nya. Papan penunjuk juga masih belum banyak",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999622106552124}]",0.999622106552124
Muhammad Tulus,Wisata ini bagus dan ada kolam buat berenang,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999563992023468}]",0.999563992023468
isnaini nurjannah,Spot foto dengan alam yang indah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998544454574585}]",0.9998544454574585
Kris Adi,"Potensi wisata 👍
Pengelolaan👎
Pungutan liar (retribusi tdk resmi/tdk ada bukti tiket ataupun petugas)🤦 …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9917529225349426}]",0.9917529225349426
Maghfiroh Richman,"Tempat yg Instagramable...Cocok untuk wisata keluarga ataupun bersama teman2...Tempat terbuka Panas tp sejuk ,Jalan menuju tempat ini masih Sepi di jam2 tertentu..Usahakan kesini Sebelum Sore hari..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.98274165391922}]",0.98274165391922
pronk 2002,"bukit kapurnya yg putih, dan telaga kecilnya yg kehijauan adalah setting yang sangat recomended sekali utk selfi2.. mantab!👍 ga heran kalau banyak yg foto prewed disana👍 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982514977455139}]",0.9982514977455139
aldiprdn,"tempat wisata keren cuma sayang danaunya banyak sampah
harus ada ketegasan dari pengelola agar memberi denda kepada pengunjung yg buang sampah sembarangan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957385063171387}]",0.9957385063171387
widyasari prastya,"Pemandangannya bagus. Tapi bayar 2 kali, pertama 10 rb, masuk ke parkiran bayar lagi 10rb. Karcis satunya pun fotokopian",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.949015200138092}]",0.949015200138092
PUTERI ANDINI - 24,"Tempatnya keren, banyak spot foto",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983439445495605}]",0.9983439445495605
yunan imannu,"Bukit ini sungguh sangat eksotik...
Terletak di kabupaten Bangkalan madura Jawa timur...
Menawarkan hasil akibat tangan2 pengambil batu kapur dan disulap menjadi obyek …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9600887298583984}]",0.9600887298583984
Hani Irmayanti,"Tempat dan pemandanganny bagus lho......
Tambang kapur yg dibentuk sedemikian rupa dan dijadikan tempat objek wisata baru..... …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995009899139404}]",0.9995009899139404
Ahmad Ramadlan,"Keren, sangat potensial untuk dikembangkan lebih spektakuler lagi...

Mulai direncanakan dengan matang, dibuat seperti apa temanya, pohon-pohon yang …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990648627281189}]",0.9990648627281189
Ratirsing Rr,Kalau bisa tiket masuknya satu pintu aja jadi gak terkesan seperti pungli liar... Soalnya terlalu banyak tarikan karcis jadinya org nggak akan kesana lagi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976133108139038}]",0.9976133108139038
Vascal Riskal,Lokasi pas untuk spot hunting..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989076852798462}]",0.9989076852798462
Sulastri Sulastri,Tempat refresing yg menyenangkan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998781681060791}]",0.9998781681060791
tiwie asmaul,"di sini asli pemandangan bagus banget 😀😉 danaunya warnanya indah banget
bahkan dari yang bukit penanjakannya yang di atas keliatan bagus banget...
ada sewa rakitnya juga buat keliling danau...tpi kalo aku si gk sewa cuma …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999874472618103}]",0.999874472618103
duki hartono,"Sarana rekreasi yg bagus, mengingat lokasi adalah tambang batu kapur yg masih aktif, keselamatan pengunjung agar lebih diperhatikan
Petunjuk arah menuju lokasi kurang",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9884849786758423}]",0.9884849786758423
Wie DyanaMs,"Banyak preman kampung, pindah posisi parkir langsung didatangi dimintai uang, harus berani nolak, tempat panas padahal masih jam 7 pagi, pas kesana danaunya lagi kering... …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992144107818604}]",0.9992144107818604
Yayak DXplorer,Tempat yang eksotis,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996318817138672}]",0.9996318817138672
Anthony Wijanarko,Kolam renangnya cocok buat anak buat dewasa sih terlalu dangkal terus danau nya juga biasa justru yg luar biasa itu saat mendaki ke puncak bukit kapurnya,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6766126751899719}]",0.6766126751899719
afirda khoirunnisa,"Bagus tempatnya, menarik karena pasirnya yg putih bersih, sarannya mohon di tempat pariwisata ini di persiapkan tempat untuk berteduh agar orang yg ingin berwisata lebih nyaman",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999609649181366}]",0.999609649181366
Elisabeth Belavista,Tempat yang asyik buat foto.. Pemandangan yang wooww banget..  Meskipun perjalanannya kelihatan kayak masuk bnget ke dalam. Tapi gak sia2 dtng ksni pas lihat bukit kapur yang pesonanya indah bnget..  Ngehits banget lhaa. tempat ini..  Gak sia2 datang . Selain bisa foto.  Tempatnya yang nyaman juga bisa ngerefresh pikiran 😁😁😁 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996716976165771}]",0.9996716976165771
Galuh AkuAku,"Sebenernya pemandangan nya bagus,tapi ya gt pas tengah jalan banyak orang yg nanyain mau ke jaddih gk dan djawab gk sama temen ku kalau gk bakalan suruh bayar lagi",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9656853079795837}]",0.9656853079795837
lukman hakim,"tempat yg luar biasa bagusnya, sayang blm di kelola dgn profesional, 3 x di pungut biaya, dan di kolam nya banyak sampah...
Ketika sy komplain ttg sampah ini, mendapat jwbn: kalau gk banyak sampah bukan madura pak... waduhhhh",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.987108051776886}]",0.987108051776886
Fitria Ilyas,Biaya retribusinya berkali kali bayar.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9912979602813721}]",0.9912979602813721
